protein_id	gene_name	diamond_subject	diamond_pident	diamond_evalue	diamond_bitscore	diamond_taxids	diamond_sciname	source_organism	lineage	is_eukaryote	is_bacteria	is_fungi	is_virus	pfam_domains	pfam_evalue	eggnog_og	cog_category	eggnog_desc	cazy	go_terms	kegg_ko	kegg_pathway	diamond_title
TRINITY_DN243598_c0_g1_i1.p2										0	0	0	0										
TRINITY_DN243673_c0_g1_i1.p1										0	0	0	0										
TRINITY_DN243749_c0_g1_i1.p1	KAJ9073933.1 60S ribosomal protein L33B [Entomopht	KAJ9073933.1	76.0	3.95e-52	169	34485	Entomophthora muscae	Entomophthora muscae	;Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Entomophthora;Entomophthora muscae	1	0	1	0	Ribosomal_L35Ae(PF01247.25)	1e-38	COG2451@1|root,KOG0887@2759|Eukaryota,37UUH@33090|Viridiplantae,3GJ52@35493|Streptophyta,44JMS@71274|asterids	J	60S ribosomal protein		GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	ko:K02917	ko03010,map03010	KAJ9073933.1 60S ribosomal protein L33B [Entomophthora muscae]
TRINITY_DN243777_c0_g1_i1.p1	XP_054263844.1 bombyxin A-3 homolog [Macrosteles q	XP_054263844.1	39.4	3.10e-15	77.8	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	Insulin(PF00049.24)	9.1e-13	2D0N9@1|root,2SESX@2759|Eukaryota	M	growth factor activity		GO:0005575,GO:0005576	ko:K04526,ko:K05459,ko:K13769	ko01521,ko01522,ko04010,ko04014,ko04015,ko04022,ko04066,ko04068,ko04072,ko04114,ko04115,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04510,ko04550,ko04730,ko04750,ko04810,ko04910,ko04911,ko04913,ko04914,ko04917,ko04923,ko04930,ko04931,ko04932,ko04940,ko04950,ko04960,ko05200,ko05202,ko05205,ko05214,ko05215,ko05218,ko05224,ko05225,ko05410,ko05414,map01521,map01522,map04010,map04014,map04015,map04022,map04066,map04068,map04072,map04114,map04115,map04140,map04150,map04151,map04152,map04211,map04213,map04510,map04550,map04730,map04750,map04810,map04910,map04911,map04913,map04914,map04917,map04923,map04930,map04931,map04932,map04940,map04950,map04960,map05200,map05202,map05205,map05214,map05215,map05218,map05224,map05225,map05410,map05414	XP_054263844.1 bombyxin A-3 homolog [Macrosteles quadrilineatus]
TRINITY_DN24384_c0_g1_i24.p1	KAJ9575906.1 hypothetical protein L9F63_007218 [Di	KAJ9575906.1	40.3	1.51e-47	174	6984	Diploptera punctata	Diploptera punctata	;Arthropoda;Insecta;Blattodea;Blaberidae;Diploptera;Diploptera punctata	1	0	0	0	Maelstrom(PF13017.13);HMG_box_2(PF09011.17)	1.9e-19	28M7A@1|root,2QTQB@2759|Eukaryota,38G8E@33154|Opisthokonta,3BBEV@33208|Metazoa,3CXTY@33213|Bilateria,41ZPA@6656|Arthropoda,3SMV1@50557|Insecta	K	Involved both in the piRNA and miRNA metabolic processes. As a component of the meiotic nuage, plays a central role during oogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Repression of transposable elements is mediated via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the repression of transposons. As a nuclear component, it is required for proper differentiation in the germline stem cell (GSC) lineage by repressing microRNA-7 (miR-7), thereby acting as an indirect regulator of bag-of-marbles (Bam). Acts by binding to the promoter of miR-7 gene and repressing its expression		GO:0000003,GO:0000122,GO:0000226,GO:0000280,GO:0000578,GO:0000785,GO:0000803,GO:0000902,GO:0000981,GO:0001067,GO:0001741,GO:0002064,GO:0002065,GO:0002066,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006355,GO:0006357,GO:0006403,GO:0006725,GO:0006807,GO:0006915,GO:0006950,GO:0006974,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007049,GO:0007059,GO:0007127,GO:0007129,GO:0007140,GO:0007154,GO:0007163,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007292,GO:0007304,GO:0007306,GO:0007308,GO:0007309,GO:0007310,GO:0007314,GO:0007315,GO:0007316,GO:0007317,GO:0007350,GO:0007351,GO:0007389,GO:0008104,GO:0008150,GO:0008152,GO:0008219,GO:0008298,GO:0008358,GO:0008595,GO:0008630,GO:0009566,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010468,GO:0010528,GO:0010529,GO:0010556,GO:0010558,GO:0010586,GO:0010605,GO:0010629,GO:0010927,GO:0010941,GO:0012501,GO:0016043,GO:0016070,GO:0016325,GO:0016458,GO:0019094,GO:0019219,GO:0019222,GO:0019827,GO:0019953,GO:0021700,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030703,GO:0030707,GO:0030718,GO:0030849,GO:0030855,GO:0030951,GO:0030952,GO:0031023,GO:0031047,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032259,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032989,GO:0032991,GO:0033036,GO:0033391,GO:0033554,GO:0034587,GO:0034641,GO:0034660,GO:0035282,GO:0035556,GO:0035770,GO:0036464,GO:0040008,GO:0042981,GO:0043046,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0043565,GO:0043900,GO:0044085,GO:0044087,GO:0044212,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044728,GO:0045132,GO:0045143,GO:0045165,GO:0045495,GO:0045595,GO:0045892,GO:0045934,GO:0045995,GO:0046483,GO:0046620,GO:0046843,GO:0048232,GO:0048285,GO:0048468,GO:0048469,GO:0048471,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048600,GO:0048609,GO:0048638,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051179,GO:0051239,GO:0051252,GO:0051253,GO:0051276,GO:0051321,GO:0051640,GO:0051641,GO:0051647,GO:0051663,GO:0051704,GO:0051716,GO:0060147,GO:0060255,GO:0060281,GO:0060284,GO:0060293,GO:0060341,GO:0060429,GO:0060548,GO:0060810,GO:0060811,GO:0060964,GO:0060966,GO:0060968,GO:0061982,GO:0065007,GO:0070013,GO:0070192,GO:0070727,GO:0071547,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097190,GO:0097193,GO:0098727,GO:0098813,GO:0140013,GO:0140110,GO:1901360,GO:1901363,GO:1902679,GO:1902875,GO:1903046,GO:1903429,GO:1903506,GO:1903507,GO:1904580,GO:1905879,GO:1990904,GO:2000026,GO:2000112,GO:2000113,GO:2000241,GO:2001141	ko:K18411		KAJ9575906.1 hypothetical protein L9F63_007218 [Diploptera punctata]
TRINITY_DN2438_c2_g1_i6.p1	KAJ4434157.1 hypothetical protein ANN_16477 [Perip	KAJ4434157.1	98.1	2.37e-67	208	6978	Periplaneta americana	Periplaneta americana	;Arthropoda;Insecta;Blattodea;Blattidae;Periplaneta;Periplaneta americana	1	0	0	0	Ras(PF00071.29);Roc(PF08477.20)	5.8e-33	COG1100@1|root,KOG0395@2759|Eukaryota,38TG4@33154|Opisthokonta,3BCK4@33208|Metazoa,3CSJH@33213|Bilateria,41X2V@6656|Arthropoda,3SJYS@50557|Insecta,3E7BP@33342|Paraneoptera	U	Ras subfamily of RAS small GTPases		GO:0000003,GO:0001654,GO:0001667,GO:0001700,GO:0001736,GO:0001738,GO:0001745,GO:0001751,GO:0001752,GO:0001754,GO:0001932,GO:0001933,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002376,GO:0003006,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007163,GO:0007164,GO:0007165,GO:0007264,GO:0007265,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007391,GO:0007399,GO:0007423,GO:0007464,GO:0008150,GO:0008593,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010563,GO:0010605,GO:0010631,GO:0010646,GO:0010648,GO:0016020,GO:0016331,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019220,GO:0019222,GO:0019904,GO:0019953,GO:0022008,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0023051,GO:0023052,GO:0023057,GO:0030154,GO:0030165,GO:0030182,GO:0030707,GO:0030855,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032872,GO:0032873,GO:0035556,GO:0040011,GO:0042067,GO:0042325,GO:0042326,GO:0042706,GO:0043408,GO:0043409,GO:0044464,GO:0044703,GO:0045087,GO:0045165,GO:0045936,GO:0046328,GO:0046329,GO:0046530,GO:0046552,GO:0048056,GO:0048468,GO:0048477,GO:0048513,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048592,GO:0048598,GO:0048609,GO:0048663,GO:0048699,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051246,GO:0051248,GO:0051674,GO:0051704,GO:0051716,GO:0060255,GO:0060429,GO:0065007,GO:0070302,GO:0070303,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0090130,GO:0090132,GO:0090596,GO:1902531,GO:1902532	ko:K07834	ko04014,ko04015,ko04072,ko05200,ko05210,ko05212,map04014,map04015,map04072,map05200,map05210,map05212	KAJ4434157.1 hypothetical protein ANN_16477 [Periplaneta americana]
TRINITY_DN243991_c0_g1_i1.p1	XP_046670696.1 uncharacterized protein LOC12436081	XP_046670696.1	38.7	1.12e-30	123	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	SAM_2(PF07647.25);SAM_1(PF00536.38)	4.5e-09	2FADE@1|root,2TBK2@2759|Eukaryota,396UZ@33154|Opisthokonta,3CB6P@33208|Metazoa,3DSFB@33213|Bilateria,428IH@6656|Arthropoda,3SY2B@50557|Insecta,446EK@7088|Lepidoptera	S	Sterile alpha motif.					XP_046670696.1 uncharacterized protein LOC124360819 isoform X2 [Homalodisca vitripennis]
TRINITY_DN243_c1_g1_i2.p1	XP_046678615.1 uncharacterized protein LOC12436626	XP_046678615.1	57.5	2.92e-63	201	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			2DZV0@1|root,2S7BJ@2759|Eukaryota,39MYZ@33154|Opisthokonta,3BUZT@33208|Metazoa,3DSB6@33213|Bilateria,4231D@6656|Arthropoda							XP_046678615.1 uncharacterized protein LOC124366262 [Homalodisca vitripennis]
TRINITY_DN243_c1_g1_i4.p1	XP_054719164.1 histone-lysine N-methyltransferase 	XP_054719164.1	54.1	6.50e-60	201	327109	Uloborus diversus	Uloborus diversus	;Arthropoda;Arachnida;Araneae;Uloboridae;Uloborus;Uloborus diversus	1	0	0	0	DUF4817(PF16087.12)	4.3e-08	2D5PI@1|root,2SZ6J@2759|Eukaryota,3ATAB@33154|Opisthokonta,3C52I@33208|Metazoa,3DKP9@33213|Bilateria,423Y8@6656|Arthropoda							XP_054719164.1 histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus]
TRINITY_DN243_c1_g1_i4.p2	XP_046678615.1 uncharacterized protein LOC12436626	XP_046678615.1	57.5	2.92e-63	201	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			2DZV0@1|root,2S7BJ@2759|Eukaryota,39MYZ@33154|Opisthokonta,3BUZT@33208|Metazoa,3DSB6@33213|Bilateria,4231D@6656|Arthropoda							XP_046678615.1 uncharacterized protein LOC124366262 [Homalodisca vitripennis]
TRINITY_DN244017_c0_g1_i1.p1	KAJ9600654.1 hypothetical protein L9F63_026208, pa	KAJ9600654.1	48.0	9.77e-44	157	6984	Diploptera punctata	Diploptera punctata	;Arthropoda;Insecta;Blattodea;Blaberidae;Diploptera;Diploptera punctata	1	0	0	0	DM(PF00751.24)	1.2e-22	KOG3815@1|root,KOG3815@2759|Eukaryota,38B90@33154|Opisthokonta,3BAZX@33208|Metazoa,3CXRB@33213|Bilateria,485J6@7711|Chordata,497JR@7742|Vertebrata,4GU2F@8782|Aves	K	Doublesex- and mab-3-related transcription factor 2		GO:0000003,GO:0000976,GO:0000977,GO:0000981,GO:0000982,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0001501,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0007275,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009790,GO:0009792,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0014807,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019953,GO:0022414,GO:0022603,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032504,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0040019,GO:0042802,GO:0042803,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0044703,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0046483,GO:0046983,GO:0048232,GO:0048518,GO:0048522,GO:0048609,GO:0048706,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051252,GO:0051254,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000026,GO:2000112,GO:2000287,GO:2000290,GO:2001141	ko:K19489		KAJ9600654.1 hypothetical protein L9F63_026208, partial [Diploptera punctata]
TRINITY_DN244020_c0_g1_i1.p1	XP_046674066.1 frizzled-10-A-like [Homalodisca vit	XP_046674066.1	88.4	0.0	940	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Frizzled(PF01534.24);Fz(PF01392.29)	3.8e-108	KOG3577@1|root,KOG3577@2759|Eukaryota,39XXU@33154|Opisthokonta,3BDZN@33208|Metazoa,3CY1C@33213|Bilateria,41XQP@6656|Arthropoda,3SKV0@50557|Insecta,3EC0P@33342|Paraneoptera	T	Frizzled/Smoothened family membrane region		GO:0003674,GO:0004888,GO:0004930,GO:0005488,GO:0005515,GO:0005575,GO:0007154,GO:0007163,GO:0007165,GO:0007166,GO:0007186,GO:0007267,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016055,GO:0017147,GO:0023052,GO:0031224,GO:0035567,GO:0038023,GO:0042813,GO:0044425,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060070,GO:0060089,GO:0065007,GO:0198738,GO:1905114	ko:K02375,ko:K02842,ko:K04690	ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05205,map05217,map05224,map05225,map05226	XP_046674066.1 frizzled-10-A-like [Homalodisca vitripennis]
TRINITY_DN24402_c0_g1_i2.p1	XP_046678405.1 7SK snRNA methylphosphate capping e	XP_046678405.1	68.7	4.69e-248	721	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Bin3(PF06859.19);Methyltransf_25(PF13649.13);Methyltransf_23(PF13489.13);Methyltransf_12(PF08242.19);Methyltransf_11(PF08241.19);Methyltransf_31(PF13847.13)	1.1e-42	KOG2899@1|root,KOG2899@2759|Eukaryota,39UCR@33154|Opisthokonta,3BFEW@33208|Metazoa,3D101@33213|Bilateria,41UPK@6656|Arthropoda,3SG0Z@50557|Insecta	S	methyltransferase activity		GO:0000122,GO:0001085,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006325,GO:0006342,GO:0006355,GO:0006357,GO:0006417,GO:0006725,GO:0006807,GO:0006996,GO:0007346,GO:0008134,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008757,GO:0009451,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010564,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016070,GO:0016073,GO:0016458,GO:0016740,GO:0016741,GO:0017069,GO:0017148,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032259,GO:0032268,GO:0032269,GO:0032502,GO:0034248,GO:0034249,GO:0034401,GO:0034641,GO:0034660,GO:0035561,GO:0035562,GO:0040029,GO:0040031,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0045787,GO:0045814,GO:0045892,GO:0045931,GO:0045934,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051098,GO:0051100,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051276,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0070828,GO:0070868,GO:0071704,GO:0071840,GO:0080090,GO:0090068,GO:0090304,GO:0097159,GO:0097549,GO:0140098,GO:1900087,GO:1901360,GO:1901363,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902679,GO:1902806,GO:1902808,GO:1903506,GO:1903507,GO:2000045,GO:2000112,GO:2000113,GO:2001141	ko:K15190		XP_046678405.1 7SK snRNA methylphosphate capping enzyme-like [Homalodisca vitripennis]
TRINITY_DN244088_c0_g1_i1.p1	XP_054275885.1 STING ER exit protein [Macrosteles 	XP_054275885.1	94.5	1.38e-142	407	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	STEEP1(PF25809.1)	7.5e-40	KOG4397@1|root,KOG4397@2759|Eukaryota,38HXW@33154|Opisthokonta,3B94G@33208|Metazoa,3D10N@33213|Bilateria,41W6G@6656|Arthropoda,3SGYH@50557|Insecta	S	UPF0428 protein		GO:0000375,GO:0000377,GO:0000398,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044297,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360			XP_054275885.1 STING ER exit protein [Macrosteles quadrilineatus]
TRINITY_DN24409_c0_g1_i4.p2	KAJ2937658.1 hypothetical protein O0L34_g19335 [Tu	KAJ2937658.1	30.6	1.87e-13	84.0	702717	Tuta absoluta	Tuta absoluta	;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Tuta;Tuta absoluta	1	0	0	0			2E9JD@1|root,2SFX0@2759|Eukaryota,3AC5T@33154|Opisthokonta,3C394@33208|Metazoa,3DD0F@33213|Bilateria,421QK@6656|Arthropoda							KAJ2937658.1 hypothetical protein O0L34_g19335 [Tuta absoluta]
TRINITY_DN24409_c0_g1_i4.p1										0	0	0	0	gag-asp_proteas(PF13975.12);Asp_protease_2(PF13650.12)	2.4e-07	2D906@1|root,2TCBF@2759|Eukaryota,3ANZX@33154|Opisthokonta,3C1MV@33208|Metazoa,3DHCZ@33213|Bilateria							
TRINITY_DN244104_c0_g1_i1.p1	AEW71787.1 Elongation factor P [Enterobacter ludwi	AEW71787.1	96.7	9.46e-121	350	299767	Enterobacter ludwigii	Enterobacter ludwigii	;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter ludwigii	0	1	0	0	EFP_N(PF08207.19);EFP(PF01132.28);Elong-fact-P_C(PF09285.18)	4.6e-24	COG0231@1|root,COG0231@2|Bacteria,1MW2J@1224|Proteobacteria,1RPW7@1236|Gammaproteobacteria,3X0XN@547|Enterobacter	J	Involved in peptide bond synthesis. Alleviates ribosome stalling that occurs when 3 or more consecutive Pro residues or the sequence PPG is present in a protein, possibly by augmenting the peptidyl transferase activity of the ribosome. Modification of		GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006414,GO:0006417,GO:0006448,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0017148,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0072344,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112,GO:2000113,GO:2001124,GO:2001125	ko:K02356		AEW71787.1 Elongation factor P [Enterobacter ludwigii]
TRINITY_DN244168_c0_g1_i1.p1	XP_046670150.1 ATP synthase mitochondrial F1 compl	XP_046670150.1	62.7	1.30e-103	314	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	ATP11(PF06644.17)	1.1e-52	KOG3281@1|root,KOG3281@2759|Eukaryota,39WBU@33154|Opisthokonta,3BBFC@33208|Metazoa,3CWV3@33213|Bilateria,41X8P@6656|Arthropoda,3SJWS@50557|Insecta	O	It is involved in the biological process described with protein complex assembly		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006996,GO:0007005,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0033615,GO:0034622,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043461,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070071,GO:0071840	ko:K07555		XP_046670150.1 ATP synthase mitochondrial F1 complex assembly factor 1 [Homalodisca vitripennis]
TRINITY_DN244206_c0_g1_i1.p1	MBX9838084.1 Hsp20/alpha crystallin family protein	MBX9838084.1	67.1	3.36e-66	210	2654442	Silvanigrellaceae bacterium	Silvanigrellaceae bacterium	;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;;Silvanigrellaceae bacterium	0	1	0	0	HSP20(PF00011.28)	1.3e-21	COG0071@1|root,COG0071@2|Bacteria,1G4BC@1117|Cyanobacteria	O	Belongs to the small heat shock protein (HSP20) family			ko:K13993	ko04141,map04141	MBX9838084.1 Hsp20/alpha crystallin family protein [Silvanigrellaceae bacterium]
TRINITY_DN244221_c0_g1_i1.p1	XP_046669982.1 sperm-associated antigen 7 [Homalod	XP_046669982.1	70.9	2.34e-97	294	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	R3H(PF01424.29)	2.6e-14	28PDV@1|root,2QW1E@2759|Eukaryota,38GRC@33154|Opisthokonta,3BD6U@33208|Metazoa,3CYH9@33213|Bilateria,41YXN@6656|Arthropoda,3SMQ1@50557|Insecta	S	nucleic acid binding					XP_046669982.1 sperm-associated antigen 7 [Homalodisca vitripennis]
TRINITY_DN244321_c0_g1_i1.p1										0	0	0	0										
TRINITY_DN244334_c0_g1_i1.p1	XP_046674135.1 RNA-binding protein pno1 isoform X2	XP_046674135.1	83.9	3.11e-128	372	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	KH_PNO1_2nd(PF22891.3)	8.9e-36	COG1094@1|root,KOG3273@2759|Eukaryota,38CB6@33154|Opisthokonta,3BE7G@33208|Metazoa,3CWUC@33213|Bilateria,41Y04@6656|Arthropoda,3SFWY@50557|Insecta	O	RNA binding		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0070013	ko:K11884		XP_046674135.1 RNA-binding protein pno1 isoform X2 [Homalodisca vitripennis]
