protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN1581_c0_g2_i10.p1	False	False	0.0		OTHER	0		RZF37342.1	RZF37342.1 hypothetical protein LSTR_LSTR011091 [L	44.2	1.69e-34	Laodelphax striatellus						
TRINITY_DN18565_c0_g1_i5.p1	False	False	0.0		OTHER	0		XP_046670809.1	XP_046670809.1 nuclear hormone receptor FTZ-F1 bet	77.0	0.0	Homalodisca vitripennis	zinc ion binding. It is involved in the biological process described with steroid hormone mediated signaling pathway	GO:0000003,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000987,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0004879,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006355,GO:0006357,GO:0007154,GO:0007165,GO:0007275,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008150,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016545,GO:0019098,GO:0019219,GO:0019222,GO:0019953,GO:0022414,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032504,GO:0032870,GO:0032991,GO:0035211,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044703,GO:0044798,GO:0045433,GO:0045893,GO:0045935,GO:0045944,GO:0048065,GO:0048513,GO:0048518,GO:0048522,GO:0048609,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051704,GO:0051716,GO:0060179,GO:0060255,GO:0060968,GO:0065007,GO:0070887,GO:0071310,GO:0071495,GO:0080090,GO:0090575,GO:0097159,GO:0098531,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	ko:K08705		K	zf-C4(PF00105.25);Hormone_recep(PF00104.36)
TRINITY_DN15995_c0_g1_i19.p1	False	False	0.0		OTHER	0		XP_046673487.1	XP_046673487.1 uncharacterized protein LOC12436276	34.3	2.69e-45	Homalodisca vitripennis	Zinc-finger associated domain (zf-AD)				S	zf-AD(PF07776.22)
TRINITY_DN21114_c7_g1_i2.p1	False	False	0.0		OTHER	0		GBL87688.1	GBL87688.1 hypothetical protein AVEN_81317-2-1, pa	58.7	6.82e-17	Araneus ventricosus	Ribonuclease H protein				E	
TRINITY_DN3142_c0_g1_i15.p1	False	False	0.01		OTHER	0		XP_054283446.1	XP_054283446.1 jerky protein homolog-like [Macrost	72.0	7.20e-51	Macrosteles quadrilineatus	Jerky protein homolog-like	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0007275,GO:0007399,GO:0007417,GO:0008150,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0023051,GO:0023056,GO:0030111,GO:0030177,GO:0032501,GO:0032502,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0060828,GO:0065007,GO:0090263,GO:0097159,GO:1901363,GO:1990904			BD	DDE_1(PF03184.26)
TRINITY_DN3698_c1_g1_i21.p1	False	False	0.0		OTHER	0		XP_054266631.1	XP_054266631.1 insulin receptor substrate 1-B isof	71.0	2.10e-181	Macrosteles quadrilineatus	May mediate the control of various cellular processes by insulin-like peptides. When phosphorylated by the insulin receptor binds specifically to various cellular proteins containing SH2 domains. Involved in control of cell proliferation, cell size, and body and organ growth throughout development. Also has a role in a signaling pathway controlling the physiological response required to endure periods of low nutrient conditions. Insulin insulin-like growth factor (IGF) signaling pathway has a role in regulating aging and is necessary in the ovary for vitellogenic maturation	GO:0000003,GO:0000165,GO:0001784,GO:0002053,GO:0002682,GO:0002684,GO:0002791,GO:0002792,GO:0002793,GO:0003006,GO:0003008,GO:0003674,GO:0003824,GO:0005068,GO:0005080,GO:0005085,GO:0005088,GO:0005102,GO:0005158,GO:0005159,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005815,GO:0005829,GO:0005856,GO:0005886,GO:0005887,GO:0005899,GO:0005901,GO:0005929,GO:0005938,GO:0005979,GO:0006109,GO:0006464,GO:0006468,GO:0006629,GO:0006644,GO:0006650,GO:0006661,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007028,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007285,GO:0007292,GO:0007295,GO:0007296,GO:0007424,GO:0007568,GO:0007610,GO:0007611,GO:0007612,GO:0007635,GO:0008104,GO:0008150,GO:0008152,GO:0008284,GO:0008286,GO:0008306,GO:0008340,GO:0008355,GO:0008356,GO:0008361,GO:0008610,GO:0008654,GO:0009056,GO:0009058,GO:0009267,GO:0009314,GO:0009410,GO:0009605,GO:0009628,GO:0009719,GO:0009725,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009896,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010259,GO:0010464,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010565,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010675,GO:0010676,GO:0010817,GO:0010827,GO:0010828,GO:0010896,GO:0010897,GO:0010906,GO:0010907,GO:0010962,GO:0014065,GO:0014066,GO:0014068,GO:0014070,GO:0014074,GO:0014823,GO:0015630,GO:0016020,GO:0016021,GO:0016042,GO:0016043,GO:0016049,GO:0016301,GO:0016303,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017016,GO:0017145,GO:0019216,GO:0019217,GO:0019220,GO:0019221,GO:0019222,GO:0019538,GO:0019637,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0022611,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030154,GO:0030258,GO:0030334,GO:0030335,GO:0030674,GO:0030879,GO:0030971,GO:0031000,GO:0031224,GO:0031226,GO:0031267,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0031331,GO:0031667,GO:0031668,GO:0031669,GO:0031998,GO:0032000,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032868,GO:0032869,GO:0032870,GO:0032879,GO:0032880,GO:0032881,GO:0032885,GO:0032925,GO:0032991,GO:0033036,GO:0033365,GO:0033500,GO:0033554,GO:0033674,GO:0034059,GO:0034097,GO:0034504,GO:0034613,GO:0034762,GO:0034764,GO:0035004,GO:0035150,GO:0035151,GO:0035152,GO:0035159,GO:0035264,GO:0035556,GO:0035591,GO:0036064,GO:0036092,GO:0036211,GO:0036270,GO:0036293,GO:0038111,GO:0040007,GO:0040008,GO:0040012,GO:0040014,GO:0040017,GO:0040018,GO:0042048,GO:0042078,GO:0042127,GO:0042169,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042592,GO:0042593,GO:0042594,GO:0042995,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043235,GO:0043255,GO:0043279,GO:0043412,GO:0043434,GO:0043467,GO:0043491,GO:0043548,GO:0043549,GO:0043550,GO:0043551,GO:0043552,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044853,GO:0044877,GO:0045017,GO:0045121,GO:0045309,GO:0045725,GO:0045793,GO:0045833,GO:0045834,GO:0045913,GO:0045923,GO:0045927,GO:0045937,GO:0046320,GO:0046321,GO:0046324,GO:0046326,GO:0046474,GO:0046486,GO:0046488,GO:0046620,GO:0046622,GO:0046626,GO:0046627,GO:0046628,GO:0046676,GO:0046834,GO:0046854,GO:0046883,GO:0046887,GO:0046888,GO:0046934,GO:0048009,GO:0048015,GO:0048017,GO:0048133,GO:0048167,GO:0048232,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048588,GO:0048589,GO:0048609,GO:0048638,GO:0048639,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0048878,GO:0050708,GO:0050709,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050796,GO:0050804,GO:0050806,GO:0050877,GO:0050890,GO:0050896,GO:0050994,GO:0050995,GO:0050996,GO:0051020,GO:0051046,GO:0051047,GO:0051048,GO:0051049,GO:0051050,GO:0051051,GO:0051094,GO:0051174,GO:0051179,GO:0051219,GO:0051223,GO:0051224,GO:0051239,GO:0051240,GO:0051259,GO:0051270,GO:0051272,GO:0051291,GO:0051301,GO:0051338,GO:0051347,GO:0051641,GO:0051704,GO:0051716,GO:0051896,GO:0051897,GO:0052742,GO:0052813,GO:0055115,GO:0055116,GO:0060090,GO:0060249,GO:0060250,GO:0060255,GO:0060291,GO:0060541,GO:0061695,GO:0062012,GO:0062013,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070092,GO:0070094,GO:0070201,GO:0070482,GO:0070727,GO:0070848,GO:0070873,GO:0070875,GO:0070887,GO:0071214,GO:0071310,GO:0071345,GO:0071363,GO:0071375,GO:0071417,GO:0071478,GO:0071495,GO:0071496,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090066,GO:0090087,GO:0090092,GO:0090207,GO:0090209,GO:0090218,GO:0090273,GO:0090275,GO:0090276,GO:0090277,GO:0090278,GO:0090407,GO:0098589,GO:0098590,GO:0098722,GO:0098728,GO:0098760,GO:0098761,GO:0098772,GO:0098796,GO:0098797,GO:0098802,GO:0098805,GO:0098857,GO:0099177,GO:0099568,GO:0104004,GO:0120025,GO:0120038,GO:1900076,GO:1900077,GO:1900078,GO:1901564,GO:1901575,GO:1901576,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902494,GO:1902531,GO:1902533,GO:1902911,GO:1903530,GO:1903531,GO:1903532,GO:1903725,GO:1903727,GO:1904385,GO:1904950,GO:1990089,GO:1990090,GO:1990234,GO:1990416,GO:1990776,GO:1990782,GO:2000112,GO:2000145,GO:2000147,GO:2001273,GO:2001275	ko:K07187,ko:K16172	ko04022,ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04212,ko04213,ko04722,ko04910,ko04920,ko04923,ko04930,ko04931,ko04932,ko04960,ko05206,map04022,map04068,map04140,map04150,map04151,map04152,map04211,map04212,map04213,map04722,map04910,map04920,map04923,map04930,map04931,map04932,map04960,map05206	T	IRS(PF02174.24);PH(PF00169.36)
TRINITY_DN108_c1_g1_i6.p1	False	False	0.0		OTHER	0		XP_036340182.1	XP_036340182.1 uncharacterized protein LOC11874949	69.9	5.72e-63	Rhagoletis pomonella	DNA helicase activity				D	PIF1(PF05970.21)
TRINITY_DN447_c0_g1_i11.p1	False	False	0.0		OTHER	0		XP_012534064.1	XP_012534064.1 myosin heavy chain, muscle isoform 	93.4	7.06e-69	Monomorium pharaonis	Myosin N-terminal SH3-like domain	GO:0000003,GO:0000146,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003008,GO:0003012,GO:0003674,GO:0003774,GO:0003779,GO:0003824,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006928,GO:0006936,GO:0006996,GO:0007010,GO:0007015,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007517,GO:0007525,GO:0007527,GO:0007610,GO:0007626,GO:0007631,GO:0008092,GO:0008150,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010631,GO:0010927,GO:0014866,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018991,GO:0019098,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0023052,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0030241,GO:0030707,GO:0030855,GO:0030898,GO:0031032,GO:0031033,GO:0031034,GO:0031647,GO:0031672,GO:0032501,GO:0032502,GO:0032504,GO:0032956,GO:0032970,GO:0032982,GO:0032989,GO:0032991,GO:0033043,GO:0034622,GO:0035556,GO:0036379,GO:0040011,GO:0042623,GO:0042692,GO:0042755,GO:0042802,GO:0042803,GO:0043050,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043292,GO:0043519,GO:0043520,GO:0043900,GO:0043902,GO:0043933,GO:0044085,GO:0044087,GO:0044422,GO:0044424,GO:0044427,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044703,GO:0044877,GO:0045214,GO:0046983,GO:0048017,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048609,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050821,GO:0050896,GO:0051015,GO:0051128,GO:0051146,GO:0051179,GO:0051239,GO:0051240,GO:0051493,GO:0051674,GO:0051704,GO:0051716,GO:0055001,GO:0055002,GO:0060278,GO:0060279,GO:0060361,GO:0060429,GO:0061061,GO:0065003,GO:0065007,GO:0065008,GO:0070925,GO:0071688,GO:0071689,GO:0071840,GO:0090130,GO:0090132,GO:0097435,GO:0098687,GO:0099080,GO:0099081,GO:0099512,GO:2000241,GO:2000243	ko:K10352,ko:K17751	ko04260,ko04261,ko04530,ko05416,map04260,map04261,map04530,map05416	Z	Myosin_head(PF00063.28)
TRINITY_DN11693_c0_g1_i11.p1	False	False	0.0		OTHER	0		XP_054260409.1	XP_054260409.1 uncharacterized protein LOC12898506	32.2	2.82e-17	Macrosteles quadrilineatus						RNase_H(PF00075.31)
TRINITY_DN82310_c0_g1_i2.p1	False	False	0.0		OTHER	0		XP_025836388.1	XP_025836388.1 uncharacterized protein LOC11290645	46.7	1.00e-12	Agrilus planipennis	retrotransposable element Tf2 155 kDa protein type 1-like				L	
TRINITY_DN233739_c0_g1_i1.p1	False	False	0.1		OTHER	0		WP_004695589.1	WP_004695589.1 MULTISPECIES: universal stress prot	100	6.81e-91	Acinetobacter	Universal stress protein				T	Usp(PF00582.33)
TRINITY_DN127135_c0_g1_i1.p1	False	False	0.0		OTHER	0		GFX07182.1	GFX07182.1 uncharacterized protein TNCV_2423871 [T	42.0	1.99e-07	Trichonephila clavipes						
TRINITY_DN3203_c1_g1_i9.p1	False	False	0.0		OTHER	0		KAI8425398.1	KAI8425398.1 hypothetical protein MSG28_007153 [Ch	50.7	3.82e-08	Choristoneura fumiferana						
TRINITY_DN3305_c0_g1_i4.p1	False	False	0.0		OTHER	0							Belongs to the short-chain dehydrogenases reductases (SDR) family	GO:0003674,GO:0003824,GO:0004090,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0055114			Q	Peptidase_C48(PF02902.26)
TRINITY_DN73770_c0_g1_i25.p1	False	False	0.0		OTHER	0		XP_046680090.1	XP_046680090.1 BUB3-interacting and GLEBS motif-co	62.8	1.07e-126	Homalodisca vitripennis	zinc finger	GO:0000070,GO:0000075,GO:0000226,GO:0000278,GO:0000280,GO:0000775,GO:0000776,GO:0000819,GO:0000902,GO:0000904,GO:0001578,GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0005539,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005856,GO:0006355,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007088,GO:0007093,GO:0007094,GO:0007275,GO:0007346,GO:0007399,GO:0008017,GO:0008092,GO:0008150,GO:0008201,GO:0008270,GO:0008608,GO:0009653,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010564,GO:0010639,GO:0010948,GO:0010965,GO:0015631,GO:0016043,GO:0016358,GO:0019219,GO:0019222,GO:0022008,GO:0022402,GO:0022607,GO:0030030,GO:0030071,GO:0030154,GO:0030182,GO:0031109,GO:0031175,GO:0031323,GO:0031326,GO:0031577,GO:0031647,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033047,GO:0033048,GO:0034622,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044446,GO:0044464,GO:0045786,GO:0045839,GO:0045841,GO:0045930,GO:0046785,GO:0046872,GO:0046914,GO:0048285,GO:0048468,GO:0048519,GO:0048523,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050821,GO:0051128,GO:0051129,GO:0051171,GO:0051225,GO:0051252,GO:0051258,GO:0051276,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0060255,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070925,GO:0071173,GO:0071174,GO:0071840,GO:0080090,GO:0090307,GO:0097367,GO:0097435,GO:0098687,GO:0098813,GO:0120036,GO:0120039,GO:0140014,GO:0140110,GO:1901681,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902099,GO:1902100,GO:1902850,GO:1903047,GO:1903506,GO:1905818,GO:1905819,GO:1990047,GO:2000112,GO:2000816,GO:2001141,GO:2001251			S	
TRINITY_DN6675_c0_g1_i1.p2	False	False	0.0		OTHER	0												
TRINITY_DN3369_c2_g1_i3.p1	False	False	0.02		OTHER	0		XP_014255758.1	XP_014255758.1 YLP motif-containing protein 1 isof	55.1	1.45e-80	Cimex lectularius	nucleic acid-templated transcription	GO:0000122,GO:0000981,GO:0000982,GO:0001078,GO:0001227,GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0008150,GO:0008157,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0019899,GO:0019902,GO:0019903,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032204,GO:0033043,GO:0033044,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051052,GO:0051128,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0065008,GO:0070013,GO:0080090,GO:0140110,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	ko:K17602		V	
TRINITY_DN40355_c0_g1_i2.p1	False	False	0.0		OTHER	0		XP_039287094.1	XP_039287094.1 GDP-mannose 4,6 dehydratase isoform	86.0	3.44e-220	Nilaparvata lugens	GDP-mannose 4,6 dehydratase	GO:0000003,GO:0000166,GO:0003006,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006793,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007219,GO:0007276,GO:0007281,GO:0007292,GO:0008150,GO:0008152,GO:0008446,GO:0009058,GO:0009225,GO:0009226,GO:0009636,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019673,GO:0019953,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0032501,GO:0032502,GO:0032504,GO:0034641,GO:0034654,GO:0036094,GO:0042221,GO:0042350,GO:0042351,GO:0042802,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0046368,GO:0046483,GO:0048037,GO:0048468,GO:0048477,GO:0048609,GO:0048856,GO:0048869,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051302,GO:0051704,GO:0051716,GO:0055086,GO:0065007,GO:0070401,GO:0071704,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2000035	ko:K01711	ko00051,ko00520,ko01100,map00051,map00520,map01100	G	GDP_Man_Dehyd(PF16363.12);Epimerase(PF01370.28);RmlD_sub_bind(PF04321.24)
TRINITY_DN10883_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_039283711.1	XP_039283711.1 helix-loop-helix protein 11 isoform	77.7	1.17e-36	Nilaparvata lugens	protein dimerization activity	GO:0000079,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000987,GO:0001012,GO:0001067,GO:0001932,GO:0001933,GO:0002164,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0006355,GO:0006357,GO:0006469,GO:0006950,GO:0006974,GO:0006978,GO:0007154,GO:0007165,GO:0007275,GO:0007346,GO:0007525,GO:0007526,GO:0008092,GO:0008150,GO:0008285,GO:0009791,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010563,GO:0010564,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010941,GO:0010942,GO:0010948,GO:0016043,GO:0017022,GO:0017053,GO:0019219,GO:0019220,GO:0019222,GO:0019899,GO:0022607,GO:0023052,GO:0030330,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032897,GO:0032991,GO:0033554,GO:0033673,GO:0035556,GO:0035821,GO:0042127,GO:0042325,GO:0042326,GO:0042770,GO:0042772,GO:0042802,GO:0042803,GO:0042826,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043392,GO:0043549,GO:0043565,GO:0043900,GO:0043901,GO:0043902,GO:0043903,GO:0043921,GO:0043922,GO:0043923,GO:0043933,GO:0044085,GO:0044092,GO:0044212,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045736,GO:0045786,GO:0045787,GO:0045859,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045936,GO:0046782,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048524,GO:0048525,GO:0048569,GO:0048731,GO:0048856,GO:0050434,GO:0050789,GO:0050790,GO:0050792,GO:0050794,GO:0050896,GO:0051098,GO:0051100,GO:0051101,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051254,GO:0051338,GO:0051348,GO:0051702,GO:0051704,GO:0051716,GO:0051726,GO:0051817,GO:0051851,GO:0052312,GO:0052472,GO:0060255,GO:0061061,GO:0065003,GO:0065007,GO:0065009,GO:0070888,GO:0071156,GO:0071157,GO:0071840,GO:0071900,GO:0071901,GO:0072331,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901987,GO:1901990,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1904029,GO:1904030,GO:1990837,GO:2000112,GO:2000113,GO:2001141	ko:K09108	ko05205,map05205	K	HLH(PF00010.32)
TRINITY_DN4121_c0_g1_i11.p1	False	False	0.1		OTHER	10	H,h,H,h,H,h,H,h,H,h	XP_046673317.1	XP_046673317.1 solute carrier family 35 member F6 	66.4	9.73e-167	Homalodisca vitripennis	Nucleotide-sugar transporter	GO:0000323,GO:0002790,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005794,GO:0005829,GO:0006810,GO:0006839,GO:0006996,GO:0007005,GO:0007006,GO:0008104,GO:0008150,GO:0008284,GO:0009306,GO:0009966,GO:0009968,GO:0009987,GO:0010639,GO:0010646,GO:0010648,GO:0010821,GO:0010823,GO:0010941,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0023051,GO:0023057,GO:0031090,GO:0031974,GO:0031981,GO:0032879,GO:0032940,GO:0033036,GO:0033043,GO:0042127,GO:0042886,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046902,GO:0046903,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051128,GO:0051129,GO:0051179,GO:0051234,GO:0060548,GO:0061024,GO:0065007,GO:0065008,GO:0070013,GO:0071702,GO:0071705,GO:0071840,GO:0090559,GO:0098588,GO:0098805,GO:0098852,GO:1901028,GO:1901029,GO:2001233,GO:2001234			EG	EamA(PF00892.27);SLC35F(PF06027.19);Nuc_sug_transp(PF04142.22);CRT-like(PF08627.17)
TRINITY_DN221274_c0_g1_i1.p1	False	False	0.0		OTHER	0												
TRINITY_DN131813_c0_g1_i2.p1	True	True	1.0	24	SP(Sec/SPI)	1	h	XP_046667108.1	XP_046667108.1 uncharacterized protein LOC12435890	35.2	3.38e-99	Homalodisca vitripennis	Receptor family ligand binding region				S	ANF_receptor(PF01094.35)
